Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL365448,,None,431.49,0,4.57,27,COCCOc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c1C(=O)NC2,IC50,'=',126,nM,6.9,,,UO_0000065,15.99,0.29,2.33,7.78,0,CHEMBL829417,Inhibition of Vascular endothelial growth factor receptor 2 (KDR),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1137187,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,126
CHEMBL67241,GW794607X,None,372.44,0,3.48,GW794607X,CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,Inhibition,'=',64.93,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,64.93
CHEMBL2010876,,None,545.57,2,5.75,11h,CC(C)Cn1c2ccc(Nc3nccc(C(F)(F)F)n3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,IC50,,,,,,Not Determined,,,,,,0,CHEMBL2015674,Inhibition of human VEGFR2 expressed in porcine PAE145 cells cotransfected with chimeric rat TRK-A/KDR receptor after 1 hr by immunofluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2010689,1,Scientific Literature,J Med Chem,2012,None,,,,
CHEMBL1909404,GW581744X,None,406.42,0,2.49,GW581744X,NC(=O)c1ccc2c(-c3ccnc(NCCCO)n3)c(-c3ccc(F)cc3)nn2c1,Inhibition,'=',6.05,%,,,,UO_0000187,,,,,0,CHEMBL1962122,GSK_PKIS: KDR mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,6.05
CHEMBL365411,,None,396.88,0,3.23,42,CN(C)CCNC(=O)c1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,IC50,'=',4265.8,nM,5.37,,,UO_0000065,13.53,0.26,2.14,6.47,0,CHEMBL831656,Inhibitory concentration (experimental) against vascular endothelial growth factor receptor 2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140334,1,Scientific Literature,J Med Chem,2005,None,,,,5.37
CHEMBL190960,,None,369.81,0,3.52,45,COCC(=O)Nc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,pIC50(calc),'=',6.35,,,,,,,,,,0,CHEMBL831655,Inhibitory concentration (calculated) against vascular endothelial growth factor receptor 2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1140334,1,Scientific Literature,J Med Chem,2005,None,,,,6.35
CHEMBL1909374,GW709042A,None,585.95,2,7.41,GW709042A,Cl.O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccccc4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,Inhibition,'=',68.13,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,68.13
CHEMBL208437,GW711782X,None,408.47,0,4.48,GW711782X,c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCn4ccnc4)cc3)c2)nc1,Inhibition,'=',65.86,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,65.86
CHEMBL3358992,,None,368.39,0,3.14,31,COc1cccc(-c2c[nH]c(=O)c(-c3cc(OC)c(OC)c(OC)c3)n2)c1,IC50,'=',23000,nM,4.64,,,UO_0000065,12.59,0.23,1.5,5.61,0,CHEMBL3376849,Inhibition of human recombinant VEGFR2 using poly(Glu,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL237347,GW559768X,None,328.39,0,3.4,GW559768X,Cc1ccc(O)cc1Nc1ccnc2ccc(S(C)(=O)=O)cc12,Inhibition,'=',70.11,%,,,,UO_0000187,,,,,0,CHEMBL1962122,GSK_PKIS: KDR mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,70.11
CHEMBL1909363,GSK-269962B,None,607.07,2,3.84,GSK269962B,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21.Cl,Inhibition,'=',7.83,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,7.83
CHEMBL306284,,None,347.81,0,4.41,47,Clc1ccc(Nc2nnc(Cc3ccncc3)c3cccnc23)cc1,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL702231,Inhibitory activity against kinase domain containing receptor (KDR/VEGFR2),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1133741,1,Scientific Literature,J Med Chem,2000,None,,,,10
CHEMBL3397935,,None,420.48,0,4.93,18d,O=C(Nc1ccc(OCCN2CCCC2)c(F)c1)c1cccc(-c2cccc(O)c2)c1,IC50,'=',4.86,nM,8.31,,,UO_0000065,19.77,0.37,3.38,13.45,0,CHEMBL3399480,Inhibition of VEGFR2 (unknown origin) using ATP measured luminescence by ADP-Glo Kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3396971,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,4.86
CHEMBL3397944,,None,452.94,0,4.68,19f,O=C(Nc1ccc(OCCN2CCOCC2)c(Cl)c1)c1cccc(-c2cccc(O)c2)c1,IC50,'=',77.45,nM,7.11,,,UO_0000065,15.7,0.3,2.43,10.01,0,CHEMBL3399480,Inhibition of VEGFR2 (unknown origin) using ATP measured luminescence by ADP-Glo Kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3396971,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,77.45
CHEMBL1909364,GW589961A,None,488.33,1,5.83,GW589961A,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1.Cl,Inhibition,'=',62.5,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,62.5
CHEMBL3397929,,None,416.52,1,5.18,17e,O=C(Nc1ccc(OCCN2CCCCC2)cc1)c1cccc(-c2cccc(O)c2)c1,IC50,'=',214.87,nM,6.67,,,UO_0000065,16.01,0.29,1.49,10.79,0,CHEMBL3399480,Inhibition of VEGFR2 (unknown origin) using ATP measured luminescence by ADP-Glo Kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3396971,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,214.87
CHEMBL3397934,,None,422.5,1,5.17,18c,CCN(CC)CCOc1ccc(NC(=O)c2cccc(-c3cccc(O)c3)c2)cc1F,IC50,'=',8.74,nM,8.06,,,UO_0000065,19.07,0.36,2.89,13.04,0,CHEMBL3399480,Inhibition of VEGFR2 (unknown origin) using ATP measured luminescence by ADP-Glo Kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3396971,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,8.74
CHEMBL396107,GW795486X,None,481.36,1,6.15,GW795486X,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)c12,Inhibition,'=',68.22,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,68.22
CHEMBL379093,GW651576X,None,429.88,1,5.99,GW651576X,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1,Inhibition,'=',5.83,%,,,,UO_0000187,,,,,0,CHEMBL1962122,GSK_PKIS: KDR mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,5.83
CHEMBL1909362,GW830900A,None,534.09,0,3.22,GW830900A,CN(C)CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3ccc(CS(C)(=O)=O)cc3)n2)cc1.Cl,Inhibition,'=',18.87,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,18.87
CHEMBL1909352,GW441806A,None,329.79,0,2.75,GW441806A,Cc1cc(O)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl,Inhibition,'=',10.15,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,10.15
CHEMBL267228,,None,371.4,0,4.03,SB-431533,OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,Inhibition,'=',6.53,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,6.53
CHEMBL1880739,GW305074X,None,520.95,2,5.01,GW305074X,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,Inhibition,'=',9.7,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,9.7
CHEMBL1794073,GW770220A,None,459.96,0,2.83,GW770220A,Cc1nn(C)c2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc12.Cl,Inhibition,'=',45.4,%,,,,UO_0000187,,,,,0,CHEMBL1962122,GSK_PKIS: KDR mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,45.4
CHEMBL297012,,None,343.39,0,4.08,2g,COc1ccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)cc1,IC50,'=',392,nM,6.41,,,UO_0000065,18.66,0.34,2.33,9.88,0,CHEMBL811942,Biochemical inhibition of phosphorylation of a poly-Glu/Tyr (4:1) peptide substrate by isolated vascular endothelial growth factor receptor 2 (cloned and expressed as a GST-fusion protein).,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1136377,1,Scientific Literature,Bioorg Med Chem Lett,2003,None,,,,392
CHEMBL1909372,GW700494A,None,622.07,2,6.21,GW700494A,CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)cc4)cc3[nH]2)CC1.Cl,Inhibition,'=',71.93,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,71.93
CHEMBL101461,,None,355.4,1,5.03,2b,CC(=O)Nc1oc(-c2cncc(-c3ccccc3)c2)nc1-c1ccccc1,IC50,'=',575,nM,6.24,,,UO_0000065,17.56,0.32,1.21,9.17,0,CHEMBL819548,Inhibition of vascular endothelial growth factor receptor 2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1136194,1,Scientific Literature,Bioorg Med Chem Lett,2003,None,,,,575
CHEMBL205966,GW659893X,None,444.9,1,5.57,GW659893X,Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,Inhibition,'=',5.84,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,5.84
CHEMBL257113,GW734508X,None,333.39,0,3.85,GW734508X,Cc1nnc(-c2cccc(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1,Inhibition,'=',6.85,%,,,,UO_0000187,,,,,0,CHEMBL1962122,GSK_PKIS: KDR mean inhibition at 0.1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,6.85
CHEMBL175321,,None,263.3,0,3.2,GR-105659X,O=C1Nc2ccccc2/C1=C1\CCc2cc(O)ccc21,Inhibition,'=',37.75,%,,,,UO_0000187,,,,,0,CHEMBL1962123,GSK_PKIS: KDR mean inhibition at 1 uM [Nanosyn],B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1961873,16,GSK Published Kinase Inhibitor Set,,,None,,,,37.75
CHEMBL3288514,,None,414.42,1,5.5,4m,Nc1n[nH]c2cccc(-c3ccc4c(C(=O)Nc5ccc(F)cc5F)cccc4c3)c12,IC50,'=',2.6,nM,8.59,,,UO_0000065,20.72,0.38,3.09,10.24,0,CHEMBL3295611,Inhibition of VEGFR-2 in HUVEC assessed as inhibition of VEGF (1 to 165)-induced cell proliferation preincubated for 2 hrs followed by VEGF (1 to 165) induction measured after 48 hrs by CCK8 assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286125,1,Scientific Literature,ACS Med Chem Lett,2014,None,,,,2.6
CHEMBL3219510,,None,369.19,None,None,9c,COCCOc1cc2ncnc(Nc3cccc(B(O)O)c3)c2cc1OC,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL3223748,Inhibition of VEGF-induced KDR phosphorylation in human HUVEC cells at 1 uM by immunoblot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HUVEC,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,CHEMBL3307501,,,,
CHEMBL3219513,,None,369.19,None,None,12c,COCCOc1cc2ncnc(Nc3ccc(B(O)O)cc3)c2cc1OC,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL3223748,Inhibition of VEGF-induced KDR phosphorylation in human HUVEC cells at 1 uM by immunoblot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HUVEC,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,CHEMBL3307501,,,,
CHEMBL153843,,None,371.36,0,4.96,AAL993,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,Inhibition,'=',95,%,,,,UO_0000187,,,,,1,CHEMBL3223752,Inhibition of KDR catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation at 1 uM after 20 mins by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,None,,,,95
CHEMBL3648096,,None,428.36,0,3.51,BDBM100907,Cc1cc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)ccc1S(C)(=N)=O,IC50,'=',39,nM,7.41,,218191,UO_0000065,17.3,0.4,3.9,6.68,0,CHEMBL3707963,Kinase Assay: Kinase assay using either CDK1,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5089934,,None,358.45,0,2.91,(S)-15,C#Cc1ccc2c(c1)[nH]c1ncnc(N(C)[C@H]3CCCN(CCC#N)C3)c12,Activity,'=',22,%,,,,UO_0000187,,,,,0,CHEMBL5046573,Inhibition of human VEGFR2 (R787 to P1253 residues) expressed in mammalian expression system assessed as residual activity at 500 nM by KINOMEscan assay relative to control,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5046220,1,Scientific Literature,J Med Chem,2022,None,Dose = 500.0 nM,INHIBITOR,,22
CHEMBL148984,,None,402.45,0,4.51,11h,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(CCC(=O)O)c2C)cc1,IC50,'=',1800,nM,5.75,,,UO_0000065,,,,,0,CHEMBL696131,Inhibitory activity of compound against VEGF induced cell proliferation,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1132535,1,Scientific Literature,J Med Chem,1999,None,,,,1.8
CHEMBL3219506,,None,317.52,None,None,7b,OB(O)c1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3223151,Inhibition of KDR catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation after 20 mins by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,None,,,,1
CHEMBL3219507,,None,329.55,None,None,7c,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1B(O)O,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3223151,Inhibition of KDR catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation after 20 mins by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,None,,,,1
CHEMBL3219508,,None,347.54,None,None,7d,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1B(O)O,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL3223151,Inhibition of KDR catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation after 20 mins by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,None,,,,1
CHEMBL3219509,,None,325.13,None,None,9a,COc1cc2ncnc(Nc3cccc(B(O)O)c3)c2cc1OC,IC50,'=',390,nM,6.41,,,UO_0000065,19.71,None,None,None,0,CHEMBL3223151,Inhibition of KDR catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation after 20 mins by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,None,,,,0.39
CHEMBL3217774,,None,413.24,None,None,9b,COCCOc1cc2ncnc(Nc3cccc(B(O)O)c3)c2cc1OCCOC,IC50,'=',190,nM,6.72,,,UO_0000065,16.26,None,None,None,0,CHEMBL3223151,Inhibition of KDR catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation after 20 mins by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,None,,,,0.19
CHEMBL3219511,,None,325.13,None,None,12a,COc1cc2ncnc(Nc3ccc(B(O)O)cc3)c2cc1OC,Inhibition,'=',99,%,,,,UO_0000187,,,,,0,CHEMBL3223752,Inhibition of KDR catalytic domain (unknown origin) assessed as reduction of poly(Glu:Tyr) substrate phosphorylation at 1 uM after 20 mins by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3217494,1,Scientific Literature,Medchemcomm,2010,None,,,,99
CHEMBL5185599,,None,532.1,2,5.99,m16,CC(C)n1cnc(-c2ccccc2Nc2nc(Nc3ccc(N(C)C4CCN(C)CC4)cc3)ncc2Cl)n1,Inhibition,'=',70,%,,,,UO_0000187,,,,,0,CHEMBL5113349,Inhibition of KDR (unknown origin) at 1 uM relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5108089,1,Scientific Literature,RSC Med Chem,2022,None,Dose = 1.0 microM,INHIBITOR,,70
CHEMBL3628628,,None,453.93,0,3.77,5,COCCNC(=O)c1ccc2c(c1)nc(-c1cnc(-c3ccc(Cl)cc3)[nH]1)n2CCOC,Inhibition,'=',7.13,%,,,,UO_0000187,,,,,0,CHEMBL3631268,Inhibition of KDR (unknown origin) at 10 uM after 120 mins P33 radiolabeled kinase activity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3627608,1,Scientific Literature,Bioorg Med Chem,2015,None,,,,7.13
CHEMBL151835,,None,447.33,0,4.75,12,O=C1NCc2c1c1c(c3c2c2cc(Br)ccc2n3CCCO)Cc2ccccc2-1,IC50,'=',104,nM,6.98,,,UO_0000065,15.61,0.33,2.23,12.87,0,CHEMBL817492,In vitro inhibitory concentration against human vascular endothelial growth factor receptor 2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1145920,1,Scientific Literature,J Med Chem,2003,None,,,,104
CHEMBL5081524,,None,300.4,0,3.5,15,COc1ccc2[nH]c3c(c2c1)CN(C(=O)CC(C)C)CCC3,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL5057510,Inhibition of VEGFR2 phosphorylation in VEGF-induced HUVEC cells pretreated measured after overnight incubation by immunoblotting analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HUVEC,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5055667,1,Scientific Literature,J Med Chem,2021,None,,,,20
CHEMBL5082392,,None,330.35,0,3.47,3k; BSc5364,COC(=O)c1cccc(-c2cnc3[nH]cc(-c4cncnc4)c3c2)c1,Activity,'=',61.3,%,,,,UO_0000187,,,,,0,CHEMBL5054855,Inhibition of human recombinant C-terminal His6 tagged VEGFR2 (789 to 1356 residues) expressed in baculovirus infected insect cells assessed as residual activity at 1 uM pretreated for 20 mins followed by [33P]-ATP addition measured after 120 mins by radiometric hotspot kinase assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5053535,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,Dose = 1.0 microM | TIME = 2.333 hr,,,61.3
